type,date_or_id,title,summary
"top10","2026-11-29","Italy's highest market values (current squads)","1.Alessandro Bastoni(€75.0M) | 2.Nicolò Barella(€58.0M) | 3.Riccardo Calafiori(€50.0M) | 4.Federico Dimarco(€49.0M) | 5.Destiny Udogie(€47.0M) | 6.Gianluigi Donnarumma(€42.0M) | 7.Giorgio Scalvini(€40.0M) | 8.Davide Frattesi(€39.0M) | 9.Andrea Cambiaso(€35.0M) | 10.Moise Kean(€30.0M)"
"top10","2026-11-30","Netherlands' highest market values (current squads)","1.Ryan Gravenberch(€95.0M) | 2.Jurriën Timber(€75.0M) | 3.Micky van de Ven(€70.0M) | 4.Cody Gakpo(€66.0M) | 5.Frenkie de Jong(€44.7M) | 6.Jorrel Hato(€40.0M) | 7.Matthijs de Ligt(€40.0M) | 8.Bart Verbruggen(€38.0M) | 9.Sven Botman(€36.0M) | 10.Jeremie Frimpong(€34.0M)"
"top10","2026-12-01","Netherlands' most career goals (current squads)","1.Zian Flemming(103 goals) | 2.Brian Brobbey(92 goals) | 3.Teun Koopmeiners(89 goals) | 4.Thijs Dallinga(85 goals) | 5.Cody Gakpo(84 goals) | 6.Martijn Kaars(84 goals) | 7.Justin Kluivert(72 goals) | 8.Joshua Zirkzee(58 goals) | 9.Jurgen Ekkelenkamp(53 goals) | 10.Crysencio Summerville(50 goals)"
"top10","2026-12-02","Midfielders' most career assists (current squads)","1.Thomas Müller(244 assists) | 2.Ángel Di María(222 assists) | 3.Kevin De Bruyne(215 assists) | 4.Bruno Fernandes(181 assists) | 5.Marco Reus(150 assists) | 6.Joshua Kimmich(130 assists) | 7.Hakan Çalhanoğlu(122 assists) | 8.Bernardo Silva(106 assists) | 9.Mario Götze(105 assists) | 10.Jack Grealish(92 assists)"
"top10","2026-12-03","Netherlands' most career assists (current squads)","1.Cody Gakpo(56 assists) | 2.Branco van den Boomen(45 assists) | 3.Teun Koopmeiners(40 assists) | 4.Ryan Gravenberch(40 assists) | 5.Justin Kluivert(40 assists) | 6.Jeremie Frimpong(31 assists) | 7.Brian Brobbey(31 assists) | 8.Crysencio Summerville(30 assists) | 9.Frenkie de Jong(29 assists) | 10.Zian Flemming(27 assists)"
"top10","2026-12-04","Italy's most career goals (current squads)","1.Domenico Berardi(146 goals) | 2.Vincenzo Grifo(112 goals) | 3.Stephan El Shaarawy(112 goals) | 4.Moise Kean(92 goals) | 5.Federico Bernardeschi(84 goals) | 6.Federico Chiesa(80 goals) | 7.Riccardo Orsolini(80 goals) | 8.Matteo Politano(75 goals) | 9.Gianluca Scamacca(62 goals) | 10.Lorenzo Pellegrini(48 goals)"
"top10","2026-12-05","Spain's most career goals (current squads)","1.Gerard Moreno(143 goals) | 2.Mikel Oyarzabal(130 goals) | 3.Ferran Torres(122 goals) | 4.Pedro(119 goals) | 5.Sergio Ramos(109 goals) | 6.Ayoze Pérez(103 goals) | 7.Gorka Guruzeta(75 goals) | 8.Isco(68 goals) | 9.Hugo Duro(67 goals) | 10.Alejandro Grimaldo(63 goals)"
"top10","2026-12-06","Croatia's most career assists (current squads)","1.Luka Modrić(90 assists) | 2.Andrej Kramarić(74 assists) | 3.Nikola Vlašić(48 assists) | 4.Mateo Kovačić(41 assists) | 5.Mario Pašalić(34 assists) | 6.Martin Baturina(29 assists) | 7.Lovro Majer(23 assists) | 8.Josip Juranović(20 assists) | 9.Josip Stanišić(18 assists) | 10.Igor Matanović(14 assists)"
"top10","2026-12-07","Defenders' most career assists (current squads)","1.Alejandro Grimaldo(103 assists) | 2.Christopher Trimmel(96 assists) | 3.Trent Alexander-Arnold(95 assists) | 4.Raphaël Guerreiro(75 assists) | 5.Achraf Hakimi(70 assists) | 6.Lucas Vázquez(68 assists) | 7.Matty Cash(59 assists) | 8.David Raum(49 assists) | 9.Giovanni Di Lorenzo(48 assists) | 10.Mitchell Weiser(48 assists)"
"top10","2026-12-08","Argentina's most career assists (current squads)","1.Lionel Messi(352 assists) | 2.Ángel Di María(222 assists) | 3.Paulo Dybala(89 assists) | 4.Lautaro Martínez(50 assists) | 5.Julián Álvarez(50 assists) | 6.Thiago Almada(37 assists) | 7.Nicolás Tagliafico(34 assists) | 8.Nicolás González(33 assists) | 9.Giovanni Simeone(31 assists) | 10.Alexis Mac Allister(30 assists)"
"top10","2026-12-09","Italy's most career assists (current squads)","1.Vincenzo Grifo(85 assists) | 2.Domenico Berardi(84 assists) | 3.Stephan El Shaarawy(53 assists) | 4.Federico Bernardeschi(52 assists) | 5.Nicolò Barella(50 assists) | 6.Giovanni Di Lorenzo(48 assists) | 7.Federico Chiesa(47 assists) | 8.Matteo Politano(46 assists) | 9.Federico Dimarco(45 assists) | 10.Lorenzo Pellegrini(43 assists)"
"top10","2026-12-10","France's highest market values (current squads)","1.Kylian Mbappé(€180.0M) | 2.Michael Olise(€154.9M) | 3.Désiré Doué(€90.6M) | 4.Bradley Barcola(€90.0M) | 5.William Saliba(€90.0M) | 6.Eduardo Camavinga(€90.0M) | 7.Hugo Ekitike(€85.0M) | 8.Ousmane Dembélé(€80.0M) | 9.Aurélien Tchouaméni(€70.0M) | 10.Leny Yoro(€65.0M)"
"top10","2026-12-11","Argentina's most career goals (current squads)","1.Lionel Messi(735 goals) | 2.Ángel Di María(195 goals) | 3.Paulo Dybala(184 goals) | 4.Lautaro Martínez(175 goals) | 5.Julián Álvarez(110 goals) | 6.Giovanni Simeone(95 goals) | 7.Nicolás González(85 goals) | 8.Joaquín Panichelli(53 goals) | 9.Thiago Almada(40 goals) | 10.Alexis Mac Allister(35 goals)"
"top10","2026-12-12","Belgium's most career assists (current squads)","1.Kevin De Bruyne(215 assists) | 2.Leandro Trossard(70 assists) | 3.Thorgan Hazard(65 assists) | 4.Youri Tielemans(56 assists) | 5.Charles De Ketelaere(55 assists) | 6.Alexis Saelemaekers(36 assists) | 7.Jérémy Doku(33 assists) | 8.Johan Bakayoko(28 assists) | 9.Mika Godts(28 assists) | 10.Senne Lynen(16 assists)"
"top10","2026-12-13","Defenders' highest market values (current squads)","1.Pau Cubarsí(€108.6M) | 2.William Saliba(€90.0M) | 3.Nuno Mendes(€77.0M) | 4.Willian Pacho(€76.0M) | 5.Alessandro Bastoni(€75.0M) | 6.Gabriel Magalhães(€75.0M) | 7.Jurriën Timber(€75.0M) | 8.Rúben Dias(€70.0M) | 9.Joško Gvardiol(€70.0M) | 10.Micky van de Ven(€70.0M)"
"top10","2026-12-14","Forwards' highest market values (current squads)","1.Lamine Yamal(€200.0M) | 2.Kylian Mbappé(€180.0M) | 3.Erling Haaland(€180.0M) | 4.Michael Olise(€154.9M) | 5.Vinícius Júnior(€150.0M) | 6.Bukayo Saka(€150.0M) | 7.Alexander Isak(€130.0M) | 8.Désiré Doué(€90.6M) | 9.Khvicha Kvaratskhelia(€90.0M) | 10.Lautaro Martínez(€90.0M)"
"top10","2026-12-15","Germany's highest market values (current squads)","1.Florian Wirtz(€150.0M) | 2.Jamal Musiala(€130.0M) | 3.Kai Havertz(€70.0M) | 4.Nick Woltemade(€64.0M) | 5.Aleksandar Pavlović(€63.6M) | 6.Felix Nmecha(€50.0M) | 7.Tom Bischof(€45.0M) | 8.Angelo Stiller(€45.0M) | 9.Malick Thiaw(€44.0M) | 10.Jonathan Tah(€40.2M)"
"top10","2026-12-16","France's most career assists (current squads)","1.Karim Benzema(180 assists) | 2.Kylian Mbappé(160 assists) | 3.Antoine Griezmann(130 assists) | 4.Ousmane Dembélé(95 assists) | 5.Michael Olise(73 assists) | 6.Paul Pogba(59 assists) | 7.Christopher Nkunku(56 assists) | 8.Adrien Thomasson(54 assists) | 9.Franck Honorat(51 assists) | 10.Odsonne Édouard(50 assists)"
"top10","2026-12-17","England's most career assists (current squads)","1.Trent Alexander-Arnold(95 assists) | 2.Bukayo Saka(94 assists) | 3.Jack Grealish(92 assists) | 4.Harry Kane(90 assists) | 5.Marcus Rashford(75 assists) | 6.Phil Foden(65 assists) | 7.Jarrod Bowen(56 assists) | 8.Jude Bellingham(55 assists) | 9.Morgan Gibbs-White(54 assists) | 10.Harvey Barnes(42 assists)"
"top10","2026-12-18","Spain's highest market values (current squads)","1.Lamine Yamal(€200.0M) | 2.Pedri(€120.0M) | 3.Pau Cubarsí(€108.6M) | 4.Rodri(€90.0M) | 5.Nico Williams(€80.0M) | 6.Gavi(€70.0M) | 7.Dean Huijsen(€69.5M) | 8.Pablo Barrios(€60.0M) | 9.Alejandro Balde(€59.9M) | 10.Álvaro Carreras(€58.7M)"
"top10","2026-12-19","Portugal's most career goals (current squads)","1.Cristiano Ronaldo(740 goals) | 2.Bruno Fernandes(132 goals) | 3.Bernardo Silva(116 goals) | 4.Rafael Leão(75 goals) | 5.Raphaël Guerreiro(72 goals) | 6.Gonçalo Ramos(65 goals) | 7.Gonçalo Guedes(59 goals) | 8.Fábio Silva(51 goals) | 9.Francisco Conceição(37 goals) | 10.João Palhinha(30 goals)"
"top10","2026-12-20","Global's most career assists (current squads)","1.Lionel Messi(352 assists) | 2.Thomas Müller(244 assists) | 3.Cristiano Ronaldo(230 assists) | 4.Neymar(230 assists) | 5.Ángel Di María(222 assists) | 6.Kevin De Bruyne(215 assists) | 7.Luis Suárez(188 assists) | 8.Bruno Fernandes(181 assists) | 9.Karim Benzema(180 assists) | 10.Robert Lewandowski(170 assists)"
"top10","2026-12-21","Denmark's highest market values (current squads)","1.Rasmus Højlund(€50.0M) | 2.Morten Hjulmand(€32.2M) | 3.Joachim Andersen(€30.0M) | 4.Mikkel Damsgaard(€28.0M) | 5.Daniel Svensson(€19.7M) | 6.Conrad Harder(€18.7M) | 7.Mathias Jensen(€16.0M) | 8.Gustav Isaksen(€15.9M) | 9.Mads Hermansen(€14.0M) | 10.Pierre-Emile Højbjerg(€12.0M)"
"top10","2026-12-22","Defenders' most career goals (current squads)","1.Sergio Ramos(109 goals) | 2.Raphaël Guerreiro(72 goals) | 3.Alejandro Grimaldo(63 goals) | 4.Przemysław Frankowski(55 goals) | 5.Christopher Trimmel(49 goals) | 6.Virgil van Dijk(45 goals) | 7.Achraf Hakimi(45 goals) | 8.Marquinhos(45 goals) | 9.Nemanja Gudelj(41 goals) | 10.Emre Can(40 goals)"
"top10","2026-12-23","Forwards' most career assists (current squads)","1.Lionel Messi(352 assists) | 2.Cristiano Ronaldo(230 assists) | 3.Neymar(230 assists) | 4.Luis Suárez(188 assists) | 5.Karim Benzema(180 assists) | 6.Robert Lewandowski(170 assists) | 7.Kylian Mbappé(160 assists) | 8.Mohamed Salah(130 assists) | 9.Antoine Griezmann(130 assists) | 10.Riyad Mahrez(130 assists)"
"top10","2026-12-24","Belgium's highest market values (current squads)","1.Jérémy Doku(€70.0M) | 2.Amadou Onana(€50.0M) | 3.Mika Godts(€45.0M) | 4.Charles De Ketelaere(€38.0M) | 5.Youri Tielemans(€38.0M) | 6.Malick Fofana(€31.0M) | 7.Johan Bakayoko(€30.0M) | 8.Koni De Winter(€23.0M) | 9.Alexis Saelemaekers(€22.5M) | 10.Leandro Trossard(€20.0M)"
"top10","2026-12-25","Brazil's most career assists (current squads)","1.Neymar(230 assists) | 2.Raphinha(89 assists) | 3.Vinícius Júnior(85 assists) | 4.Gabriel Jesus(74 assists) | 5.David Neres(65 assists) | 6.Bruno Guimarães(52 assists) | 7.Rodrygo(50 assists) | 8.Antony(42 assists) | 9.Igor Paixão(42 assists) | 10.Richarlison(40 assists)"
"top10","2026-12-26","Argentina's highest market values (current squads)","1.Lautaro Martínez(€90.0M) | 2.Julián Álvarez(€90.0M) | 3.Enzo Fernández(€80.0M) | 4.Alexis Mac Allister(€65.0M) | 5.Nico Paz(€60.0M) | 6.Giuliano Simeone(€43.9M) | 7.Lisandro Martínez(€39.0M) | 8.Santiago Castro(€33.3M) | 9.Matías Soulé(€32.0M) | 10.Joaquín Panichelli(€30.0M)"
"top10","2026-12-27","Global's highest market values (current squads)","1.Lamine Yamal(€200.0M) | 2.Kylian Mbappé(€180.0M) | 3.Erling Haaland(€180.0M) | 4.Jude Bellingham(€180.0M) | 5.Michael Olise(€154.9M) | 6.Vinícius Júnior(€150.0M) | 7.Florian Wirtz(€150.0M) | 8.Bukayo Saka(€150.0M) | 9.Alexander Isak(€130.0M) | 10.Jamal Musiala(€130.0M)"
"top10","2026-12-28","Portugal's most career assists (current squads)","1.Cristiano Ronaldo(230 assists) | 2.Bruno Fernandes(181 assists) | 3.Bernardo Silva(106 assists) | 4.Raphaël Guerreiro(75 assists) | 5.Rafael Leão(65 assists) | 6.Gonçalo Guedes(46 assists) | 7.Matheus Nunes(32 assists) | 8.Pedro Neto(32 assists) | 9.Fábio Silva(26 assists) | 10.Gonçalo Ramos(20 assists)"
"top10","2026-12-29","Brazil's most career goals (current squads)","1.Neymar(440 goals) | 2.Gabriel Jesus(161 goals) | 3.Raphinha(145 goals) | 4.Richarlison(126 goals) | 5.Vinícius Júnior(110 goals) | 6.David Neres(79 goals) | 7.Rodrygo(77 goals) | 8.Gabriel Martinelli(72 goals) | 9.Igor Thiago(71 goals) | 10.Matheus Cunha(66 goals)"
"top10","2026-12-30","Croatia's highest market values (current squads)","1.Joško Gvardiol(€70.0M) | 2.Martin Baturina(€30.0M) | 3.Petar Sučić(€29.8M) | 4.Josip Stanišić(€29.0M) | 5.Lovro Majer(€23.0M) | 6.Mateo Kovačić(€10.0M) | 7.Igor Matanović(€9.6M) | 8.Nikola Vlašić(€8.8M) | 9.Mario Pašalić(€7.0M) | 10.Marin Pongračić(€6.8M)"
"top10","2026-12-31","Germany's most career goals (current squads)","1.Thomas Müller(256 goals) | 2.Marco Reus(231 goals) | 3.Deniz Undav(182 goals) | 4.Leroy Sané(150 goals) | 5.Niclas Füllkrug(117 goals) | 6.Mario Götze(116 goals) | 7.Tim Kleindienst(116 goals) | 8.Kai Havertz(111 goals) | 9.Serge Gnabry(107 goals) | 10.Marius Bülter(98 goals)"
"top10","2027-01-01","Denmark's most career assists (current squads)","1.Christian Eriksen(86 assists) | 2.Mikkel Damsgaard(46 assists) | 3.Andreas Albers(40 assists) | 4.Joakim Mæhle(35 assists) | 5.Mathias Jensen(32 assists) | 6.Morten Hjulmand(24 assists) | 7.Daniel Svensson(22 assists) | 8.Pierre-Emile Højbjerg(21 assists) | 9.Jens Stage(20 assists) | 10.Christian Nørgaard(19 assists)"
"minefield","computed-germany-career-goals","Germany with Career goals ≥ 98 (computed snapshot, as of dataset refresh)","Leon Goretzka✗(86 goals) | Deniz Undav✓(182 goals) | Thomas Müller✓(256 goals) | Lucas Höler✗(91 goals) | Niclas Füllkrug✓(117 goals) | Tim Kleindienst✓(116 goals) | Serge Gnabry✓(107 goals) | Leroy Sané✓(150 goals) | Mario Götze✓(116 goals) | Nadiem Amiri✗(66 goals) | Marco Reus✓(231 goals) | Kai Havertz✓(111 goals) | Florian Wirtz✗(65 goals) | Marius Bülter✓(98 goals) | Jamal Musiala✗(70 goals) | Jonas Hofmann✗(71 goals)"
"minefield","computed-denmark-career-assists","Denmark with Career assists ≥ 19 (computed snapshot, as of dataset refresh)","Rasmus Højlund✗(9 assists) | Christian Eriksen✓(86 assists) | Andreas Albers✓(40 assists) | Morten Frendrup✗(8 assists) | Joakim Mæhle✓(35 assists) | Conrad Harder✗(11 assists) | Christian Nørgaard✓(19 assists) | Mathias Jensen✓(32 assists) | Jens Stage✓(20 assists) | Pierre-Emile Højbjerg✓(21 assists) | Mikkel Damsgaard✓(46 assists) | Gustav Isaksen✗(15 assists) | Adam Daghim✗(12 assists) | Morten Hjulmand✓(24 assists) | Joachim Andersen✗(9 assists) | Daniel Svensson✓(22 assists)"
"minefield","computed-england-career-goals","England with Career goals ≥ 85 (computed snapshot, as of dataset refresh)","Dominic Calvert-Lewin✓(109 goals) | Mason Mount✗(59 goals) | Jacob Murphy✗(64 goals) | Dominic Solanke✓(109 goals) | Jude Bellingham✓(85 goals) | Jarrod Bowen✓(120 goals) | Harry Kane✓(370 goals) | Jack Grealish✗(59 goals) | Morgan Gibbs-White✗(57 goals) | Callum Wilson✓(137 goals) | Phil Foden✓(85 goals) | Marcus Rashford✓(140 goals) | Danny Welbeck✓(90 goals) | Matt Crooks✗(74 goals) | Bukayo Saka✓(117 goals) | Harvey Barnes✗(84 goals)"
"minefield","computed-england-market-value-eur","England with Market value ≥ €60.0M (computed snapshot, as of dataset refresh)","Bukayo Saka✓(€150.0M) | Jude Bellingham✓(€180.0M) | Noni Madueke✗(€50.0M) | Elliot Anderson✓(€70.0M) | Declan Rice✓(€100.0M) | Jarrad Branthwaite✗(€50.0M) | Harry Kane✓(€65.0M) | Adam Wharton✓(€61.7M) | Marcus Rashford✗(€55.0M) | Morgan Gibbs-White✓(€60.0M) | Reece James✗(€48.0M) | Levi Colwill✗(€47.0M) | Morgan Rogers✓(€80.0M) | Cole Palmer✓(€120.0M) | Phil Foden✓(€110.0M) | Trent Alexander-Arnold✗(€55.0M)"
"minefield","computed-denmark-career-goals","Denmark with Career goals ≥ 15 (computed snapshot, as of dataset refresh)","Andreas Albers✓(108 goals) | Daniel Svensson✗(14 goals) | Christian Eriksen✓(84 goals) | Morten Hjulmand✗(13 goals) | Jens Stage✓(51 goals) | Rasmus Højlund✓(42 goals) | Christian Nørgaard✓(24 goals) | Pierre-Emile Højbjerg✓(15 goals) | Nikolas Nartey✗(10 goals) | Mathias Jensen✓(29 goals) | Adam Daghim✓(15 goals) | Mikkel Kaufmann✓(26 goals) | Conrad Harder✓(15 goals) | Joakim Mæhle✓(15 goals) | Mikkel Damsgaard✓(31 goals) | Gustav Isaksen✓(35 goals)"
"minefield","computed-brazil-market-value-eur","Brazil with Market value ≥ €45.0M (computed snapshot, as of dataset refresh)","Gabriel Jesus✗(€35.0M) | Matheus Cunha✓(€68.0M) | Evanilson✗(€40.0M) | Bruno Guimarães✓(€80.0M) | João Pedro✓(€73.0M) | Igor Thiago✗(€35.0M) | Murillo✓(€45.0M) | Gabriel Magalhães✓(€75.0M) | Gabriel Martinelli✓(€55.0M) | Igor Paixão✗(€35.0M) | Gleison Bremer✓(€54.0M) | Vinícius Júnior✓(€150.0M) | Raphinha✓(€70.0M) | Rodrygo✓(€80.0M) | Andrey Santos✓(€45.0M) | Savinho✓(€45.0M)"
"minefield","computed-midfielders-career-goals","Midfielders with Career goals ≥ 112 (computed snapshot, as of dataset refresh)","Jude Bellingham✗(85 goals) | Bruno Fernandes✓(132 goals) | Mario Götze✓(116 goals) | Kevin De Bruyne✓(115 goals) | Marco Reus✓(231 goals) | Thomas Müller✓(256 goals) | Ruslan Malinovskyi✗(88 goals) | Bernardo Silva✓(116 goals) | Teun Koopmeiners✗(89 goals) | Ángel Di María✓(195 goals) | Leon Goretzka✗(86 goals) | Lee Jae-sung✗(90 goals) | Hakan Çalhanoğlu✓(135 goals) | Nikola Vlašić✗(88 goals) | Henrikh Mkhitaryan✓(112 goals) | Harry Wilson✓(112 goals)"
"minefield","computed-global-career-goals","Global with Career goals ≥ 350 (computed snapshot, as of dataset refresh)","Harry Kane✓(370 goals) | Robert Lewandowski✓(660 goals) | Erling Haaland✗(260 goals) | Lionel Messi✓(735 goals) | Marco Reus✗(231 goals) | Cristiano Ronaldo✓(740 goals) | Neymar✓(440 goals) | Edinson Cavani✓(377 goals) | Thomas Müller✗(256 goals) | Pierre-Emerick Aubameyang✓(374 goals) | Kylian Mbappé✓(350 goals) | Antoine Griezmann✗(280 goals) | Karim Benzema✓(380 goals) | Radamel Falcao✗(241 goals) | Luis Suárez✓(426 goals) | Mohamed Salah✗(280 goals)"
"minefield","computed-germany-career-assists","Germany with Career assists ≥ 55 (computed snapshot, as of dataset refresh)","Christian Günter✗(46 assists) | Jonas Hofmann✗(53 assists) | David Raum✗(49 assists) | Marco Reus✓(150 assists) | Joshua Kimmich✓(130 assists) | Florian Wirtz✓(55 assists) | Deniz Undav✓(64 assists) | Julian Brandt✓(55 assists) | Mitchell Weiser✗(48 assists) | Kai Havertz✓(65 assists) | Serge Gnabry✗(47 assists) | Thomas Müller✓(244 assists) | Nadiem Amiri✗(47 assists) | Leon Goretzka✓(68 assists) | Leroy Sané✓(117 assists) | Mario Götze✓(105 assists)"
"minefield","computed-midfielders-market-value-eur","Midfielders with Market value ≥ €100.0M (computed snapshot, as of dataset refresh)","Phil Foden✓(€110.0M) | Federico Valverde✓(€100.0M) | Jude Bellingham✓(€180.0M) | Moisés Caicedo✗(€90.0M) | Ryan Gravenberch✗(€95.0M) | Eduardo Camavinga✗(€90.0M) | Declan Rice✓(€100.0M) | Jamal Musiala✓(€130.0M) | Pedri✓(€120.0M) | Vitinha✓(€130.0M) | Enzo Fernández✗(€80.0M) | Florian Wirtz✓(€150.0M) | Dominik Szoboszlai✓(€100.0M) | Martin Ødegaard✗(€90.0M) | Cole Palmer✓(€120.0M) | Rodri✗(€90.0M)"
"minefield","computed-belgium-career-goals","Belgium with Career goals ≥ 20 (computed snapshot, as of dataset refresh)","Jérémy Doku✓(22 goals) | Senne Lynen✗(8 goals) | Koni De Winter✗(6 goals) | Christian Kabasele✗(19 goals) | Ameen Al Dakhil✗(1 goals) | Mika Godts✓(26 goals) | Charles De Ketelaere✓(70 goals) | Leandro Trossard✓(116 goals) | Thorgan Hazard✓(80 goals) | Kevin De Bruyne✓(115 goals) | Johan Bakayoko✓(48 goals) | Nathan De Cat✗(2 goals) | Youri Tielemans✓(57 goals) | Amadou Onana✗(14 goals) | Alexis Saelemaekers✓(29 goals) | Malick Fofana✓(20 goals)"
"minefield","computed-forwards-career-goals","Forwards with Career goals ≥ 350 (computed snapshot, as of dataset refresh)","Antoine Griezmann✗(280 goals) | Lionel Messi✓(735 goals) | Sadio Mané✗(230 goals) | Luis Suárez✓(426 goals) | Robert Lewandowski✓(660 goals) | Radamel Falcao✗(241 goals) | Cristiano Ronaldo✓(740 goals) | Pierre-Emerick Aubameyang✓(374 goals) | Mohamed Salah✗(280 goals) | Erling Haaland✗(260 goals) | Kylian Mbappé✓(350 goals) | Harry Kane✓(370 goals) | Andrej Kramarić✗(231 goals) | Edinson Cavani✓(377 goals) | Karim Benzema✓(380 goals) | Neymar✓(440 goals)"
"minefield","computed-portugal-market-value-eur","Portugal with Market value ≥ €43.0M (computed snapshot, as of dataset refresh)","João Neves✓(€74.0M) | Diogo Dalot✗(€29.0M) | Rafael Leão✓(€80.0M) | Florentino Luís✗(€18.7M) | Rúben Dias✓(€70.0M) | Renato Veiga✗(€26.6M) | Vitinha✓(€130.0M) | João Palhinha✗(€34.0M) | Bruno Fernandes✓(€50.0M) | Pedro Neto✓(€60.0M) | Bernardo Silva✓(€65.0M) | Gonçalo Ramos✓(€55.0M) | Matheus Nunes✓(€43.0M) | Fábio Silva✗(€23.5M) | Francisco Conceição✗(€30.0M) | Nuno Mendes✓(€77.0M)"
"minefield","computed-croatia-career-goals","Croatia with Career goals ≥ 22 (computed snapshot, as of dataset refresh)","Andrej Kramarić✓(231 goals) | Josip Stanišić✗(10 goals) | Martin Baturina✓(23 goals) | Joško Gvardiol✗(17 goals) | Josip Juranović✗(16 goals) | Marin Ljubičić✓(32 goals) | Igor Matanović✓(22 goals) | Kristijan Jakić✗(10 goals) | Mario Pašalić✓(76 goals) | Luka Modrić✓(50 goals) | Petar Sučić✗(7 goals) | Lovro Majer✓(44 goals) | Duje Ćaleta-Car✗(12 goals) | Nikola Moro✓(24 goals) | Nikola Vlašić✓(88 goals) | Mateo Kovačić✓(31 goals)"
"minefield","computed-france-career-goals","France with Career goals ≥ 75 (computed snapshot, as of dataset refresh)","Karim Benzema✓(380 goals) | Martin Terrier✗(66 goals) | Randal Kolo Muani✓(75 goals) | Kylian Mbappé✓(350 goals) | Antoine Griezmann✓(280 goals) | Corentin Tolisso✗(70 goals) | Odsonne Édouard✓(122 goals) | Christopher Nkunku✓(128 goals) | Ousmane Dembélé✓(110 goals) | Paul Pogba✗(57 goals) | Wilson Isidor✗(59 goals) | Ludovic Ajorque✓(104 goals) | Ludovic Blas✗(54 goals) | Marcus Thuram✓(112 goals) | Jean-Philippe Mateta✓(140 goals) | Thierno Barry✗(64 goals)"
"minefield","computed-spain-career-assists","Spain with Career assists ≥ 43 (computed snapshot, as of dataset refresh)","Lucas Vázquez✓(68 assists) | Dani Olmo✓(45 assists) | Ferran Torres✓(43 assists) | Pedri✗(40 assists) | Isco✓(60 assists) | Álex Berenguer✓(45 assists) | Gerard Moreno✗(38 assists) | Nico Williams✗(40 assists) | Lamine Yamal✗(35 assists) | Alejandro Grimaldo✓(103 assists) | Mikel Oyarzabal✓(76 assists) | Álex Baena✗(40 assists) | Sergio Ramos✓(45 assists) | Pedro✓(111 assists) | Mikel Merino✓(79 assists) | Pablo Fornals✗(36 assists)"
"minefield","computed-goalkeepers-market-value-eur","Goalkeepers with Market value ≥ €23.8M (computed snapshot, as of dataset refresh)","Lucas Chevalier✓(€54.0M) | James Trafford✓(€30.0M) | Giorgi Mamardashvili✓(€27.0M) | Đorđe Petrović✗(€20.0M) | Joan García✗(€23.3M) | Unai Simón✗(€22.0M) | Mile Svilar✓(€37.0M) | Marco Carnesecchi✗(€21.0M) | Bart Verbruggen✓(€38.0M) | Mike Maignan✓(€23.8M) | Jordan Pickford✓(€25.0M) | Robert Sánchez✗(€21.0M) | Gianluigi Donnarumma✓(€42.0M) | Michele Di Gregorio✗(€21.5M) | David Raya✓(€34.0M) | Gregor Kobel✓(€38.6M)"
"minefield","computed-italy-market-value-eur","Italy with Market value ≥ €30.0M (computed snapshot, as of dataset refresh)","Federico Chiesa✗(€25.0M) | Destiny Udogie✓(€47.0M) | Davide Frattesi✓(€39.0M) | Nicolò Rovella✗(€22.0M) | Manuel Locatelli✗(€26.0M) | Nicolò Barella✓(€58.0M) | Raoul Bellanova✗(€24.0M) | Pietro Comuzzo✗(€22.5M) | Alessandro Bastoni✓(€75.0M) | Niccolò Pisilli✗(€24.0M) | Giorgio Scalvini✓(€40.0M) | Riccardo Calafiori✓(€50.0M) | Federico Dimarco✓(€49.0M) | Andrea Cambiaso✓(€35.0M) | Gianluigi Donnarumma✓(€42.0M) | Moise Kean✓(€30.0M)"
"minefield","computed-netherlands-market-value-eur","Netherlands with Market value ≥ €34.0M (computed snapshot, as of dataset refresh)","Jeremie Frimpong✓(€34.0M) | Justin Kluivert✗(€28.0M) | Sven Botman✓(€36.0M) | Micky van de Ven✓(€70.0M) | Jorrel Hato✓(€40.0M) | Quinten Timber✗(€27.0M) | Frenkie de Jong✓(€44.7M) | Mats Wieffer✗(€25.0M) | Jurriën Timber✓(€75.0M) | Bart Verbruggen✓(€38.0M) | Teun Koopmeiners✗(€28.0M) | Matthijs de Ligt✓(€40.0M) | Ian Maatsen✗(€30.0M) | Cody Gakpo✓(€66.0M) | Ryan Gravenberch✓(€95.0M) | Crysencio Summerville✗(€30.0M)"
"minefield","computed-netherlands-career-goals","Netherlands with Career goals ≥ 50 (computed snapshot, as of dataset refresh)","Zian Flemming✓(103 goals) | Jurgen Ekkelenkamp✓(53 goals) | Kevin Diks✗(26 goals) | Crysencio Summerville✓(50 goals) | Matthijs de Ligt✗(25 goals) | Justin Kluivert✓(72 goals) | Joshua Zirkzee✓(58 goals) | Jeremie Frimpong✗(28 goals) | Thijs Dallinga✓(85 goals) | Cody Gakpo✓(84 goals) | Martijn Kaars✓(84 goals) | Brian Brobbey✓(92 goals) | Virgil van Dijk✗(45 goals) | Ryan Gravenberch✗(33 goals) | Teun Koopmeiners✓(89 goals) | Frenkie de Jong✗(27 goals)"
